user,item,rating
26,1808440470,4
26,1808418721,4
26,1808418410,2
26,1808405757,1
26,1800026055,5
26,1808405417,5
26,1808435651,5
26,1808410707,3
26,1808437039,5
27,1807733433,5
27,1808439458,3
27,1800198675,5
27,1807858489,5
27,1807592188,3
27,1807485310,4
27,1808429955,3
27,1808403329,5
27,1807751013,4
27,1800096530,4
27,1808440470,5
27,1800228066,5
27,1800018676,5
27,1800020374,5
27,1808405417,5
27,1808405428,5
27,1800060404,5
27,1802813191,5
28,1808484484,1
28,1800030906,5
28,1808502766,5
28,1807784268,1
28,1807592183,5
28,1800240415,5
28,1808415451,5
28,1808450790,5
28,1807428619,3
28,1800236191,5
28,1808405515,1
28,1800018710,5
28,1800161524,5
28,1800198392,5
28,1800323922,4
28,1800216534,5
29,1808403030,5
29,1808406133,5
29,1808414381,5
29,1808404659,5
29,1808404091,5
29,1808405757,5
29,1808416650,4
29,1808439408,5
29,1808429955,4
29,1807428619,4
29,1808418671,5
29,1808405417,5
29,1808405428,5
29,1808437039,5
29,1808404170,1
30,1804476866,5
30,1807432830,4
30,1804383595,4
30,1808403981,5
30,1808399331,3
30,1800424135,5
30,1800024464,5
30,1800019512,5
30,1808404155,3
30,1800024401,5
30,1800018639,5
30,1804383575,5
30,1800019822,5
30,1807858201,5
30,1804536434,5
30,1800318700,4
30,1800025913,5
30,1800019257,5
30,1807530862,5
30,1808404300,2
30,1800180120,3
30,1807599125,4
30,1800024381,5
30,1808417998,4
30,1800243082,4
30,1808443634,5
30,1800018548,5
30,1807863382,1
30,1804094768,4
30,1800026869,5
30,1804713420,5
30,1804288900,5
30,1800360158,5
30,1800353571,4
30,1800020489,5
30,1800020934,4
30,1807455542,2
30,1800019048,4
30,1800353480,5
30,1800258471,5
30,1800354083,5
30,1800020897,1
30,1800023347,4
30,1804379962,5
30,1800234414,5
30,1800023693,4
30,1800025331,4
30,1804555491,5
30,1800177666,4
30,1800018889,4
30,1800294266,4
30,1800024386,5
30,1800240281,5
30,1800350348,5
30,1800367007,4
30,1807783547,5
30,1800256716,5
30,1808502087,5
30,1800350977,5
30,1808434256,5
30,1807839027,5
30,1800096688,5
30,1800248971,4
30,1804476862,5
30,1800361191,5
30,1808405712,4
30,1800351534,5
30,1800420528,5
30,1800201304,5
30,1800254903,5
30,1800419988,5
30,1808428354,5
30,1804713423,5
30,1800018964,5
30,1807761085,5
30,1800022026,5
30,1800026398,4
30,1807737097,5
30,1800350842,5
30,1800353545,5
30,1800415192,5
30,1804133339,4
30,1800353477,4
30,1800023997,4
30,1800019151,3
30,1800221038,4
30,1808503574,5
30,1804851373,5
30,1800020789,5
30,1808399550,3
30,1808404439,5
30,1804379952,5
31,1808465610,4
31,1808467432,4
31,1807816319,2
31,1808404742,5
31,1807592183,5
31,1808435941,5
31,1808456789,5
31,1808403981,1
31,1807993019,5
31,1808429955,1
31,1807592188,5
31,1808409330,5
31,1808498798,2
31,1807839027,4
31,1808404889,2
31,1808402790,5
31,1808403030,2
31,1808440470,5
31,1808404549,5
31,1808405417,5
31,1808405428,1
31,1808429384,2
31,1808404170,1
32,1808403030,5
32,1808465610,4
32,1808406133,4
32,1807816319,3
32,1807428853,4
32,1808403981,3
32,1807428619,3
32,1807993019,3
32,1808403329,4
32,1808405417,5
32,1808402795,2
32,1808405428,5
32,1808416901,4
33,1808403030,5
33,1800155161,1
33,1808403981,4
33,1808429955,1
33,1807428619,3
33,1808403329,4
33,1808405417,5
33,1807839027,4
33,1808405428,5
33,1800341783,5
33,1808404170,1
34,1800019594,5
34,1800035718,4
34,1800018964,3
34,1808431865,4
34,1807428853,5
34,1800217371,5
34,1800340382,4
34,1800019665,5
34,1808433117,4
34,1808435494,3
34,1808403030,1
34,1808450790,4
34,1800011850,3
34,1800012991,3
34,1808405417,4
34,1800026767,5
35,1807866495,3
35,1800111258,5
35,1808403540,2
35,1800197968,5
35,1808439335,5
35,1800398336,4
35,1808435941,4
35,1807751240,4
35,1807993019,5
35,1802834401,5
35,1800296484,1
35,1807743620,4
35,1800102627,5
35,1800058326,4
35,1808478478,1
35,1808458298,3
35,1807784227,4
35,1808404549,4
35,1800421139,5
35,1800174173,4
35,1808403441,4
35,1800120902,5
35,1802835643,5
35,1800180295,4
35,1808467432,3
35,1807816319,4
35,1802956884,5
35,1808404742,4
35,1800022106,5
35,1800164872,4
35,1800350475,5
35,1800114768,5
35,1800026459,5
35,1800134432,5
35,1800121659,5
35,1800048705,5
35,1800109559,3
35,1800135311,5
35,1802821765,4
35,1808440470,3
35,1800061638,5
35,1800142712,4
35,1807782168,3
35,1800128325,5
35,1808405417,5
35,1808429384,4
35,1807838809,4
36,1800019594,5
36,1807428853,5
36,1807592183,5
36,1807592178,5
36,1807816302,4
36,1804095520,1
36,1807428619,1
36,1800026145,5
36,1800300930,1
36,1807751013,1
36,1808411888,1
36,1800161524,5
37,1808465610,5
37,1808414381,4
37,1808406009,5
37,1808428820,3
37,1807428853,4
37,1807993019,2
37,1807428619,4
37,1807599125,4
37,1804738128,3
37,1808405417,5
37,1808433117,5
37,1808402795,5
37,1808456270,5
37,1808427878,5
38,1808403030,5
38,1808439458,1
38,1807993019,5
38,1808429955,1
38,1807428619,5
38,1808405417,5
38,1808429530,5
38,1808415480,5
38,1807839027,5
38,1808402795,5
38,1808405428,5
39,1808442969,1
39,1808412549,5
39,1808404091,4
39,1808404742,5
39,1808405757,4
39,1808449735,1
39,1808403981,1
39,1808429955,3
39,1808402936,5
39,1808466428,5
39,1808405417,5
39,1808405308,5
39,1808405428,5
39,1808404170,1
40,1807733433,5
40,1800202853,5
40,1807592183,5
40,1804133346,5
40,1808403441,5
40,1800119695,5
40,1807428619,5
40,1808403329,5
40,1804738128,5
40,1800026145,5
40,1808405417,5
40,1808411888,4
40,1808405428,5
41,1808431865,1
41,1808404622,3
41,1808481189,5
41,1807428619,5
41,1807993019,5
41,1808427950,1
41,1808402795,1
41,1808416901,1
41,1808406133,3
41,1808403030,5
41,1808404659,4
41,1808414381,1
41,1808404091,5
41,1808404398,5
41,1808437167,5
41,1808405757,5
41,1808405417,4
41,1808429384,4
41,1808404841,1
42,1808403030,4
42,1808465610,3
42,1808406133,4
42,1807428619,4
42,1807993019,3
42,1808405417,4
42,1808402795,3
42,1808405428,3
42,1808429384,3
42,1808404170,1
42,1808437039,5
43,1807816319,5
43,1808421437,5
43,1808405886,1
43,1808500672,5
43,1808420114,4
43,1808404622,4
43,1808403981,5
43,1802832689,5
43,1807428619,4
43,1808405417,5
43,1808429530,4
43,1808415480,5
43,1807743620,4
43,1807839027,4
43,1808405428,5
44,1808403030,5
44,1808437167,4
44,1808429955,4
44,1807428619,4
44,1807592188,4
44,1807993019,2
44,1808405417,5
44,1807839027,5
44,1808405428,5
44,1808416901,4
44,1808437039,5
45,1800176956,3
45,1807816319,4
45,1800019594,5
45,1802835663,1
45,1808406022,4
45,1808418410,4
45,1807428853,4
45,1808404742,5
45,1807428619,5
45,1800114768,3
45,1808409330,5
45,1807859434,2
45,1807839027,5
45,1808406133,4
45,1808442969,1
45,1808404091,5
45,1805534219,1
45,1808403441,5
45,1808437167,1
45,1800233344,5
45,1808405757,3
45,1808416650,2
45,1800067581,5
45,1808405708,1
45,1808405417,5
45,1800067699,5
45,1804851373,2
45,1800272143,5
46,1800025838,5
46,1807879445,5
46,1800019506,5
46,1800020333,5
46,1800217371,5
46,1800025551,5
46,1800026398,5
46,1800022581,5
46,1800019304,5
46,1800244920,5
46,1808405650,5
46,1800230976,5
46,1800018623,5
46,1800018639,5
47,1808403030,4
47,1804713423,4
47,1800253176,4
47,1807428853,3
47,1800056132,3
47,1807657995,1
47,1807428619,4
47,1800061106,3
47,1800182038,5
47,1808405417,5
47,1804892925,5
47,1807432594,4
47,1800071079,5
47,1800022155,5
48,1808414381,4
48,1807428853,4
48,1808439458,2
48,1808403441,5
48,1808416650,4
48,1808404541,4
48,1807592188,4
48,1807428619,4
48,1808481189,4
48,1808429955,4
48,1804738128,5
48,1808405417,4
48,1808440575,1
48,1808405428,5
48,1807432594,4
48,1808429384,2
49,1808421437,4
49,1807537518,5
49,1808418721,3
49,1808418410,2
49,1808403981,2
49,1808435938,3
49,1804738128,5
49,1808418956,5
49,1808404010,2
49,1808498297,1
49,1808418671,3
49,1807743620,3
49,1808411888,3
49,1808435651,3
49,1808435494,3
50,1800252514,5
50,1808410996,5
50,1807731530,2
50,1800018964,5
50,1807428853,2
50,1808404878,5
50,1808404742,5
50,1808403703,1
50,1800216539,5
50,1803471098,5
50,1802834401,5
50,1804364753,5
50,1807455667,5
50,1800020489,5
50,1800243088,5
51,1807733433,5
51,1804476862,4
51,1807731530,4
51,1808403981,3
51,1804713420,4
51,1807592188,3
51,1808403329,2
51,1808405417,2
51,1800353545,1
51,1800188221,1
51,1804383575,3
52,1804895530,5
52,1800184355,3
52,1807432830,4
52,1800019594,5
52,1808418410,4
52,1807428853,5
52,1800243949,5
52,1804736442,4
52,1807993019,4
52,1808403030,5
52,1808437167,4
52,1800219620,4
52,1804329549,2
52,1808429384,4
52,1800058506,4
52,1800057561,5
53,1808403030,5
53,1808465610,4
53,1808406133,5
53,1808404659,3
53,1808403981,5
53,1808429955,3
53,1807428619,5
53,1807592188,4
53,1807993019,4
53,1808403329,4
53,1807839027,3
53,1808405428,5
53,1808416901,5
54,1808406133,4
54,1808403742,4
54,1807816319,4
54,1800021677,5
54,1808412410,5
54,1808446039,5
54,1808404300,2
54,1800272771,4
54,1808404742,5
54,1808429955,4
54,1808405417,5
54,1807839027,3
54,1808405428,5
54,1808429384,3
55,1800021539,5
55,1804713423,5
55,1808404549,5
55,1802825817,5
55,1800172505,5
55,1808403441,5
55,1807776039,5
55,1800192947,5
55,1808405417,5
55,1804361439,5
55,1800019267,5
55,1804851376,5
55,1804707629,5
55,1800025816,5
55,1800353559,5
56,1800243791,4
56,1808405886,4
56,1807537463,5
56,1800019191,4
56,1807592188,2
56,1800142683,5
56,1808429955,5
56,1800249488,5
56,1800232239,5
56,1807743429,5
56,1800203488,5
56,1807839027,4
56,1808411888,5
56,1808434921,5
56,1802832670,5
56,1808443070,5
56,1804857894,5
56,1808435729,5
56,1808404459,4
56,1804738128,5
56,1800192947,5
56,1808405417,5
56,1808405428,4
57,1808403030,5
57,1808404659,1
57,1808404091,5
57,1808437167,3
57,1808416650,5
57,1808404541,5
57,1808405708,3
57,1807993019,4
57,1808429955,5
57,1807599125,4
57,1808403329,5
57,1808429530,5
57,1807432594,5
57,1807839027,5
57,1808405428,5
57,1808429384,5
58,1808405886,1
58,1800353395,5
58,1807428853,5
58,1807537463,5
58,1808403981,1
58,1808404541,1
58,1808403329,5
58,1807455231,1
58,1807743620,3
58,1808440575,1
58,1808437039,1
58,1808403441,1
58,1808404459,5
58,1804738128,5
58,1808405417,5
58,1808418671,4
58,1808405428,5
58,1807432594,5
59,1800107656,5
59,1800209234,4
59,1800177230,5
59,1800076081,5
59,1808403981,5
59,1800212880,5
59,1800023235,1
59,1800125214,5
59,1800018727,5
59,1807743620,5
59,1804383575,5
59,1800174173,5
59,1803242024,5
59,1800023875,5
59,1800023777,5
59,1807599125,5
59,1800026231,5
59,1800085275,5
59,1808465610,5
59,1807733433,5
59,1800139450,5
59,1800030906,5
59,1800172505,5
59,1808409321,5
59,1808412549,5
59,1800353483,5
59,1800019191,3
59,1808506352,5
59,1800182038,3
59,1804856716,4
59,1800340947,4
59,1808440470,5
59,1808403751,5
59,1800248377,5
59,1800019187,5
59,1802761041,5
59,1800444902,4
59,1800175507,5
59,1800018710,5
59,1800175532,4
59,1808410707,5
59,1807634513,4
59,1800264356,5
59,1800165355,5
59,1800019594,5
59,1800023863,5
59,1800253182,5
59,1808421963,5
59,1800194033,5
59,1808403689,5
59,1800420000,5
59,1800191924,5
59,1800020664,5
59,1808406642,5
59,1800363151,5
59,1800208166,5
59,1800024664,5
59,1800099442,5
59,1800250021,5
59,1808403030,5
59,1800057265,5
59,1800205053,5
59,1800318589,5
59,1800153640,5
59,1802761123,5
59,1800077675,5
59,1800201809,5
59,1800148719,5
59,1804379947,5
59,1800084987,5
59,1800026398,1
59,1802816711,5
59,1800139157,4
59,1800209781,4
59,1800208766,5
59,1800341471,5
59,1802822645,5
59,1800040967,5
59,1808474115,5
59,1808404091,4
59,1800288820,3
59,1800359981,4
59,1807791560,4
59,1804383559,5
59,1800353477,5
59,1808405757,2
59,1800279802,5
59,1804090603,4
59,1800112667,5
59,1808404477,5
60,1807428853,5
60,1808496435,5
60,1807592183,5
60,1808437167,5
60,1808415451,5
60,1808403981,5
60,1807592188,5
60,1808429955,5
60,1807428619,5
60,1808403329,5
60,1808412615,5
60,1807839027,5
60,1808405428,5
60,1808420230,5
60,1808404170,5
60,1804713403,5
61,1808465610,4
61,1808440470,5
61,1808412549,4
61,1807428853,5
61,1808404742,4
61,1807428619,4
61,1807592188,4
61,1807993019,4
61,1804738128,5
61,1807432594,5
61,1808437039,5
62,1800019594,5
62,1800202853,5
62,1800217371,5
62,1800256345,5
62,1800062915,5
62,1807428619,5
62,1800379216,4
62,1800026398,5
62,1804536438,4
62,1800022581,5
62,1807812153,4
62,1800161524,5
62,1800082735,5
62,1800121659,5
62,1803453994,5
62,1800359873,5
62,1800119695,4
62,1808405417,4
62,1800060404,5
62,1803454613,5
62,1800444945,4
63,1800340322,5
63,1808404091,3
63,1800182293,4
63,1800021290,3
63,1804536438,5
63,1800103151,5
63,1800223031,5
63,1800032207,4
63,1800424121,4
63,1807428926,5
63,1800228585,5
64,1807866472,5
64,1807598798,5
64,1805535150,5
64,1804090611,5
64,1808412410,4
64,1802837077,5
64,1808404878,5
64,1800022229,5
64,1800025011,5
64,1800183197,5
64,1800306455,5
64,1800353571,2
64,1807432836,5
64,1804383585,5
64,1808472751,5
64,1800142580,5
65,1808465610,4
65,1807812168,4
65,1805532976,5
65,1807428619,5
65,1808405417,5
65,1804892925,4
65,1800265209,1
65,1800244920,5
65,1800088544,5
65,1808404170,1
66,1800340684,4
66,1800267910,4
66,1800158607,5
66,1800341652,5
66,1804749968,5
66,1800194601,4
66,1800099442,5
66,1800065666,5
66,1800124244,5
66,1800109653,5
66,1800469481,4
66,1800373145,4
66,1800018938,4
66,1800104240,5
66,1800117458,5
66,1800018623,5
66,1800353559,5
66,1800253043,4
66,1800024275,5
66,1800026650,5
66,1800053311,5
66,1807761085,4
66,1800022026,2
66,1800075456,5
66,1800019489,4
66,1800247909,5
66,1802771057,5
66,1800195659,5
66,1800059880,5
66,1800023302,4
66,1800082434,5
66,1800351979,5
66,1800197824,5
66,1807799955,5
66,1804383564,4
66,1800022843,5
66,1800112049,5
67,1800129586,1
67,1800351401,5
67,1807793661,1
67,1805535170,1
67,1800253345,1
67,1800193151,1
67,1808429955,3
67,1800420000,1
67,1800319059,3
67,1808415480,5
67,1800161524,5
67,1807839027,3
67,1800018639,5
67,1800136311,5
67,1800019004,1
67,1800019257,5
67,1808411901,5
67,1800025780,1
67,1800215431,5
67,1800136325,5
67,1802761123,5
67,1800026145,5
67,1800420407,5
67,1803454613,5
67,1807645166,5
67,1802958171,1
67,1800018548,5
67,1807863382,5
67,1800189759,1
67,1807761085,5
67,1804713420,5
67,1807428619,5
67,1800361264,5
67,1800096752,1
67,1807776045,5
67,1800018810,5
67,1800019665,5
67,1800136657,5
67,1800258471,5
67,1800389363,1
67,1804359237,1
67,1800020333,5
67,1800019695,5
67,1800018905,1
67,1802827864,1
67,1808405428,5
67,1808404439,5
68,1808403030,1
68,1800242776,5
68,1808421437,5
68,1800354455,1
68,1808437167,5
68,1808405757,5
68,1808403981,4
68,1808429955,5
68,1808481189,5
68,1808405428,5
68,1808429384,4
68,1808404170,3
69,1808428820,2
69,1808439458,1
69,1808403981,3
69,1808429955,4
69,1808402795,3
69,1808411888,5
69,1800354935,5
69,1807432839,5
69,1807599125,4
69,1808404459,4
69,1800353910,5
69,1800444945,4
69,1808465610,5
69,1808402448,5
69,1807428853,5
69,1808431865,5
69,1808404742,5
69,1808465878,5
69,1808491635,5
69,1807428619,5
69,1800124137,5
69,1804133343,5
69,1800121659,5
69,1808405417,5
69,1808404450,1
69,1808405428,5
69,1804476698,5
69,1804857429,5
69,1800019594,5
69,1808405886,1
69,1800240281,5
69,1808404541,3
69,1805540036,5
69,1800021959,5
69,1800020664,5
69,1808405650,5
69,1808406642,4
69,1807839027,3
69,1808403030,5
69,1808464549,4
69,1800421139,3
69,1807776248,4
69,1808403441,1
69,1808406264,1
69,1808437167,2
69,1804738128,5
69,1807432594,4
69,1803454613,4
69,1808404170,1
69,1807859491,5
69,1807537463,5
69,1808404622,4
69,1808481189,5
69,1807592188,3
69,1800235870,5
69,1800026398,5
69,1800379216,1
69,1804476870,4
69,1808403329,4
69,1807776045,4
69,1808405549,3
69,1808437039,4
69,1808416901,3
69,1808406133,4
69,1808443070,4
69,1808404091,5
69,1808405757,5
69,1804578215,5
69,1808404477,5
69,1808429384,5
70,1808409321,4
70,1808418410,4
70,1808404091,4
70,1808403836,5
70,1808411901,5
70,1808403981,5
70,1808416650,4
70,1808481189,4
70,1808418671,3
70,1808405417,5
70,1807432594,5
70,1808405428,5
71,1800353817,5
71,1808405164,5
71,1807592183,5
71,1807537463,4
71,1804383744,4
71,1807858489,5
71,1807592188,4
71,1808402936,3
71,1804738128,4
71,1807776039,5
71,1807432594,5
71,1808405428,5
71,1807426893,5
71,1802813191,4
72,1808403030,5
72,1808465610,4
72,1808406133,5
72,1808404659,3
72,1808443070,4
72,1808404398,5
72,1807428853,4
72,1807592188,3
72,1807428619,3
72,1808429955,3
72,1808481189,4
72,1808403329,4
72,1807839027,4
72,1808405428,5
73,1800020307,4
73,1800217371,5
73,1804861086,4
73,1800026404,4
73,1800019304,5
73,1807428926,5
